Parameter	Estimate	SE	z	pval	CI_Leftlim	CI_Rightlim	CONVERGED	GO_term	term_size	prop_rep
1	a1	1.16060310136532	0.647745465811487	1.79175797071977	0.0731717439770441	-0.108954682774311	2.43016088550496	1	GO:0044598	10	0.7
2	a1	0.952196243155951	0.816694933541826	1.16591422824981	0.243649125726453	-0.64849641294236	2.55288889925426	1	GO:0090222	2	1
3	a1	0.95219624271205	0.81669493369297	1.16591422749051	0.24364912603348	-0.648496413682499	2.5528888991066	1	GO:0043933	2	1
4	a1	0.95219624271205	0.81669493369297	1.16591422749051	0.24364912603348	-0.648496413682499	2.5528888991066	1	GO:0097355	2	1
5	a1	0.952196241967726	0.816694933783626	1.1659142264497	0.243649126454332	-0.648496414604504	2.55288889853996	1	GO:0014041	2	1
6	a1	0.952196241960728	0.816694933791298	1.16591422643018	0.243649126462225	-0.648496414626539	2.552888898548	1	GO:0045976	2	1
7	a1	0.952196241960728	0.816694933791298	1.16591422643018	0.243649126462225	-0.648496414626539	2.552888898548	1	GO:0051884	2	1
8	a1	0.952196241960728	0.816694933791298	1.16591422643018	0.243649126462225	-0.648496414626539	2.552888898548	1	GO:2000017	2	1
9	a1	0.952194695133295	0.816695149084259	1.16591202506954	0.24365001658808	-0.648498383420423	2.55288777368701	1	GO:0090230	2	1
10	a1	0.952194111728396	0.816695230228928	1.16591119487925	0.243650352278255	-0.648499125865949	2.55288734932274	1	GO:1904956	2	1
11	a1	0.952194111728396	0.816695230228928	1.16591119487925	0.243650352278255	-0.648499125865949	2.55288734932274	1	GO:2000041	2	1
12	a1	0.952045777523015	0.816715874413116	1.16570010128326	0.243735719214422	-0.64868792192883	2.55277947697486	1	GO:0018958	2	1
13	a1	0.951555959595707	0.816784055830462	1.16500310308851	0.244017736762709	-0.649311372978551	2.55242329216997	1	GO:0007638	2	1
14	a1	0.950818485930149	0.816886743420513	1.16395386947869	0.244442706887744	-0.650250110622268	2.55188708248257	1	GO:0070813	2	1
15	a1	0.950454852541824	0.81693739144146	1.16343658950997	0.244652411432689	-0.650713012307537	2.55162271739119	1	GO:0106030	2	1
16	a1	0.94937967050174	0.817087202601078	1.16190740410513	0.245273079268601	-0.652081818824956	2.55084115982844	1	GO:1903027	2	1
17	a1	0.94097032888128	0.818261769191109	1.14996247449209	0.250159327333955	-0.662793268659319	2.54473392642188	1	GO:1905799	2	1
18	a1	0.86541465392517	0.774897665843553	1.11681153792492	0.264074914512838	-0.653356862832347	2.38418617068269	1	GO:0051142	4	0.75
19	a1	0.865414653869566	0.774897665860179	1.1168115378292	0.264074914553773	-0.653356862920537	2.38418617065967	1	GO:1990523	3	1
20	a1	0.865414650134903	0.77489766662796	1.11681153190309	0.264074917088138	-0.653356868160025	2.38418616842983	1	GO:2000232	3	1
21	a1	0.865414623617427	0.774897671592225	1.11681149052779	0.264074934782725	-0.65335690440728	2.38418615164213	1	GO:0010847	4	0.75
22	a1	0.865412041496741	0.774898156111016	1.11680746001512	0.264076658478216	-0.653360436167346	2.38418451916083	1	GO:1904761	4	0.75
23	a1	0.865384370718219	0.774903348078524	1.11676426855563	0.26409513029388	-0.653398283015194	2.38416702445163	1	GO:2000779	4	0.75
24	a1	0.864419226758904	0.775084479980924	1.11525807713267	0.264739844874866	-0.654718438979664	2.38355689249747	1	GO:1903010	4	0.75
25	a1	0.856824247204175	0.776512226872044	1.10342660109248	0.269841949983899	-0.665111751020027	2.37876024542838	1	GO:0043489	4	0.75
26	a1	0.883079165611518	0.826471200284628	1.06849357280374	0.285297928048473	-0.736774621205942	2.50293295242898	1	GO:1905793	2	1
27	a1	0.859232611059621	0.829911069043053	1.035330944616	0.300514383104665	-0.767363194635897	2.48582841675514	1	GO:0060623	2	1
28	a1	0.788387340662394	0.767208002588136	1.02760573143504	0.304135327080986	-0.715312713061264	2.29208739438605	1	GO:1905279	4	1
29	a1	0.765461695364417	0.757714320338283	1.01022466491418	0.312387664800957	-0.719631083068863	2.2505544737977	1	GO:0010032	7	0.714285714285714
30	a1	0.822297857066428	0.841465344709762	0.977221298816596	0.32845960577742	-0.826943912803287	2.47153962693614	1	GO:0042732	3	1
31	a1	0.755742356895883	0.845221989703024	0.894134755251008	0.371249795732806	-0.900862301863327	2.41234701565509	1	GO:1900924	2	1
32	a1	0.653640471551183	0.74574209385749	0.876496682881485	0.380760078900262	-0.807987174164986	2.11526811726735	1	GO:0019511	7	0.714285714285714
33	a1	0.723884275732473	0.850063279953306	0.851565163210245	0.394455481751271	-0.942209137555996	2.38997768902094	1	GO:0005997	2	1
34	a1	0.562140109466787	0.800980601079951	0.701814886289208	0.482794613952218	-1.00775302096516	2.13203323989873	1	GO:0002753	4	1
35	a1	0.491714763521643	0.734222279123694	0.669708312458882	0.503043751663047	-0.947334460207711	1.930763987251	1	GO:0035136	10	0.7
36	a1	0.491714762583423	0.734222278835393	0.669708311444008	0.50304375231013	-0.947334460580873	1.93076398574772	1	GO:0000904	8	0.875
37	a1	0.535953193276856	0.840684400693995	0.637520088197688	0.523786129336017	-1.11175795444801	2.18366434100172	1	GO:0110053	4	0.75
38	a1	0.433494128799598	0.805407545806092	0.538229534919164	0.590418592098673	-1.14507565385714	2.01206391145633	1	GO:0006266	7	0.714285714285714
39	a1	0.411897990584542	0.811654337146041	0.507479565787658	0.611818370563029	-1.17891527811743	2.00271125928651	1	GO:0043549	6	0.833333333333333
40	a1	0.32655581082911	0.821383364714319	0.397568084353264	0.690948590339219	-1.28332600151128	1.9364376231695	1	GO:1905146	8	0.75
41	a1	0.34113752201276	0.914087012327859	0.373200272416083	0.708999393439766	-1.45044010088566	2.13271514491118	1	GO:0050653	2	1
42	a1	0.30867960796452	0.920181551433192	0.335455114790933	0.737281798282119	-1.49484309208273	2.11220230801177	1	GO:0061944	2	1
43	a1	0.0200090143528252	0.97898543239112	0.0204385210349395	0.983693554918904	-1.89876717452314	1.93878520322879	1	GO:0050651	3	1
44	a1	0.0015942606691416	0.999932247046159	0.00159436869233002	0.99872787837512	-1.95823693052154	1.96142545185982	0	GO:0032056	1	1
45	a1	0.00159426049041922	0.999932247057825	0.00159436851357693	0.998727878517745	-1.95823693072312	1.96142545170396	0	GO:0021894	1	1
46	a1	0.00159426049041316	0.999932247057825	0.00159436851357087	0.998727878517749	-1.95823693072313	1.96142545170396	0	GO:0061324	1	1
47	a1	0.00159426049041316	0.999932247057825	0.00159436851357087	0.998727878517749	-1.95823693072313	1.96142545170396	0	GO:0072497	1	1
48	a1	0.00159426049041316	0.999932247057825	0.00159436851357087	0.998727878517749	-1.95823693072313	1.96142545170396	0	GO:0001840	1	1
49	a1	0.00159426049041316	0.999932247057825	0.00159436851357087	0.998727878517749	-1.95823693072313	1.96142545170396	0	GO:0007403	1	1
50	a1	0.00159426049041316	0.999932247057825	0.00159436851357087	0.998727878517749	-1.95823693072313	1.96142545170396	0	GO:0060479	1	1
51	a1	0.00159426049041316	0.999932247057825	0.00159436851357087	0.998727878517749	-1.95823693072313	1.96142545170396	0	GO:0061550	1	1
52	a1	0.00159426049041316	0.999932247057825	0.00159436851357087	0.998727878517749	-1.95823693072313	1.96142545170396	0	GO:1904796	1	1
53	a1	0.00159426049035598	0.99993224705783	0.00159436851351368	0.998727878517795	-1.9582369307232	1.96142545170391	0	GO:0000097	1	1
54	a1	0.0015942604903544	0.99993224705783	0.00159436851351209	0.998727878517796	-1.9582369307232	1.96142545170391	0	GO:0009445	1	1
55	a1	0.0015942604903544	0.99993224705783	0.00159436851351209	0.998727878517796	-1.9582369307232	1.96142545170391	0	GO:0035874	1	1
56	a1	0.0015942604903544	0.99993224705783	0.00159436851351209	0.998727878517796	-1.9582369307232	1.96142545170391	0	GO:0097185	1	1
57	a1	0.00159426049035276	0.99993224705783	0.00159436851351045	0.998727878517798	-1.9582369307232	1.96142545170391	0	GO:0055006	1	1
58	a1	0.00159426049035276	0.99993224705783	0.00159436851351045	0.998727878517798	-1.9582369307232	1.96142545170391	0	GO:1904690	1	1
59	a1	0.00159426049035172	0.99993224705783	0.00159436851350941	0.998727878517798	-1.9582369307232	1.96142545170391	0	GO:0045186	1	1
60	a1	0.00159426049035172	0.99993224705783	0.00159436851350941	0.998727878517798	-1.9582369307232	1.96142545170391	0	GO:0072237	1	1
61	a1	0.00159426049035172	0.99993224705783	0.00159436851350941	0.998727878517798	-1.9582369307232	1.96142545170391	0	GO:0072287	1	1
62	a1	0.00159426049035172	0.99993224705783	0.00159436851350941	0.998727878517798	-1.9582369307232	1.96142545170391	0	GO:0048635	1	1
63	a1	0.00159426049035172	0.99993224705783	0.00159436851350941	0.998727878517798	-1.9582369307232	1.96142545170391	0	GO:0010849	1	1
64	a1	0.00159426049035172	0.99993224705783	0.00159436851350941	0.998727878517798	-1.9582369307232	1.96142545170391	0	GO:0010939	1	1
65	a1	0.00159426049035172	0.99993224705783	0.00159436851350941	0.998727878517798	-1.9582369307232	1.96142545170391	0	GO:2000689	1	1
66	a1	0.00159426049035172	0.99993224705783	0.00159436851350941	0.998727878517798	-1.9582369307232	1.96142545170391	0	GO:2000983	1	1
67	a1	0.00159426049035172	0.99993224705783	0.00159436851350941	0.998727878517798	-1.9582369307232	1.96142545170391	0	GO:0035822	1	1
68	a1	0.00159426049035172	0.99993224705783	0.00159436851350941	0.998727878517798	-1.9582369307232	1.96142545170391	0	GO:0060382	1	1
69	a1	0.00159426049035172	0.99993224705783	0.00159436851350941	0.998727878517798	-1.9582369307232	1.96142545170391	0	GO:1990968	1	1
70	a1	0.00159426049035172	0.99993224705783	0.00159436851350941	0.998727878517798	-1.9582369307232	1.96142545170391	0	GO:1990969	1	1
71	a1	0.00159426045494039	0.999932247052725	0.00159436847810383	0.998727878546048	-1.95823693074861	1.96142545165849	0	GO:0044345	1	1
72	a1	0.00159426045494039	0.999932247052725	0.00159436847810383	0.998727878546048	-1.95823693074861	1.96142545165849	0	GO:0090246	1	1
73	a1	0.00159426045494039	0.999932247052725	0.00159436847810383	0.998727878546048	-1.95823693074861	1.96142545165849	0	GO:2000080	1	1
