trait	hgnc_symbol
Urate_all	NFE2L2
Urate_all	HNRNPA1P53
Urate_all	TAOK2
Urate_all	NCOA6
Urate_all	ARVCF
Urate_all	ICAM1
Urate_all	RPS2P28
Urate_all	THOC7
Urate_all	A1CF
Urate_all	FBRSL1
Urate_all	ATP5PO
Urate_all	CA12
Urate_all	LKAAEAR1
Urate_all	EPPK1
Urate_all	STIMATE
Urate_all	SMCO4
Urate_all	PTMS
Urate_all	HNF1A-AS1
Urate_all	TXNL4A
Urate_all	AHCYL2
Urate_all	EMID1
Urate_all	WNT7B
Urate_all	KNTC1
Urate_all	KIAA1143
Urate_all	POM121C
Urate_all	HEG1
Urate_all	MARK2
Urate_all	MUC13
Urate_all	CCND1
Urate_all	IPO9
Urate_all	FKBP9
Urate_all	RBMS1
Urate_all	TTC6
Urate_all	SRGAP3
Urate_all	CCDC32
Urate_all	CTSS
Urate_all	CRTAM
Urate_all	IDI1
Urate_all	SLC43A3
Urate_all	JUND
Urate_all	ABRAXAS2
Urate_all	DNAJC12
Urate_all	OR1F12P
Urate_all	LAG3
Urate_all	DAPL1
Urate_all	DAZAP1
Urate_all	NRG4
Urate_all	PNPLA3
Urate_all	CLMN
Urate_all	ADCY9
Urate_all	NATD1
Urate_all	PARL
Urate_all	H1-5
Urate_all	SIVA1
Urate_all	PARD6G
Urate_all	VPS9D1-AS1
Urate_all	PSMB10
Urate_all	B4GALT1
Urate_all	SLC39A13
Urate_all	LRRC2
Urate_all	GEMIN2
Urate_all	ADM
Urate_all	FAM151B-DT
Urate_all	TEX38
Urate_all	NRADDP
Urate_all	KLC2
Urate_all	MYH15
Urate_all	DNAL4
Urate_all	AGO4
Urate_all	TOMM40
Urate_all	ZNF827
Urate_all	TMEM79
Urate_all	HBP1
Urate_all	ECM1
Urate_all	TFDP2
Urate_all	MAP2K3
Urate_all	ZNF707
Urate_all	PRKAR2A-AS1
Urate_all	LRRC73
Urate_all	ZNF444
Urate_all	RASSF6
Urate_all	ASPN
Urate_all	TFAP2B
Urate_all	FNDC4
Urate_all	GRIFIN
Urate_all	COMT
Urate_all	PCNP
Urate_all	SEPTIN2
Urate_all	ZNF652-AS1
Urate_all	HNRNPK
Urate_all	TMCC2
Urate_all	RN7SKP22
Urate_all	MRPL4
Urate_all	PDLIM4
Urate_all	TNKS2
Urate_all	ADK
Urate_all	TPRXL
Urate_all	GLMP
Urate_all	FTO
Urate_all	STX19
Urate_all	TOMM6
Urate_all	LINC01489
Urate_all	COQ8A
Urate_all	RERG
Urate_all	RP9P
Urate_all	PRICKLE4
Urate_all	CUEDC2
Urate_all	DHRS9
Urate_all	IQANK1
Urate_all	RBM6
Urate_all	MED20
Urate_all	SLC5A9
Urate_all	LINC00332
Urate_all	DOHH
Urate_all	GSTA3
Urate_all	BBS4
Urate_all	FOXA1
Urate_all	C17orf67
Urate_all	LDHAP2
Urate_all	NPAS4
Urate_all	NBEAL2
Urate_all	ACAD10
Urate_all	EXT1
Urate_all	SIK2
Urate_all	LINC01396
Urate_all	HLA-K
Urate_all	CENPP
Urate_all	MC4R
Urate_all	HLA-H
Urate_all	ACOXL-AS1
Urate_all	BAHD1
Urate_all	NRCAM
Urate_all	COX20P2
Urate_all	KLHL30-AS1
Urate_all	FAM53B-AS1
Urate_all	SYCP2L
Urate_all	OR2H4P
Urate_all	EEF1B2P7
Urate_all	CPLX1
Urate_all	BMPR1B
Urate_all	MYO7B
Urate_all	WFIKKN2
Urate_all	LINC02603
Urate_all	NPM1P29
Urate_all	NPAS2-AS1
Urate_all	NPAS2
Urate_all	KIF15
Urate_all	PHB1P12
Urate_all	SUMO1
Urate_all	MAPK10
Urate_all	HMGB1P45
Urate_all	RAB24
Urate_all	FBXO22
Urate_all	RN7SL305P
Urate_all	PPIAP2
Urate_all	RPL5P5
Urate_all	CLDN8
Urate_all	KRTCAP3
Urate_all	LRP2
Urate_all	TMEM174
Urate_all	TRAF4
Urate_all	KIF26B
Urate_all	ZGLP1
Urate_all	LZTS3
Urate_all	GPS1
Urate_all	RFNG
Urate_all	HCG4
Urate_all	ASXL2
Urate_all	FDX2
Urate_all	PLEKHM2
Urate_all	MSL2
Urate_all	SLC16A10
Urate_all	CILP2
Urate_all	FDX1P1
Urate_all	PPIAP72
Urate_all	AKR1A1
Urate_all	NPEPPS
Urate_all	MYRF
Urate_all	CYTH1
Urate_all	DUS1L
Urate_all	BNIP3P18
Urate_all	PRMT1P1
Urate_all	CHST12
Urate_all	GPR52
Urate_all	TRAP1
Urate_all	F12
Urate_all	KIAA0100
Urate_all	YPEL5P2
Urate_all	RPL28P2
Urate_all	RABGAP1L
Urate_all	ZNF337
Urate_all	INTS7
Urate_all	MON1A
Urate_all	EXOC8
Urate_all	LINC01798
Urate_all	ZNF169
Urate_all	MFSD13A
Urate_all	WRNIP1
Urate_all	TNKS1BP1
Urate_all	CLDN14
Urate_all	SPDYE5
Urate_all	FLT4
Urate_all	PLA2G4A
Urate_all	PXK
Urate_all	TRIM10
Urate_all	ETFA
Urate_all	TRGV9
Urate_all	HCG4B
Urate_all	YEATS2-AS1
Urate_all	MBD5
Urate_all	MUSTN1
Urate_all	RPL22P1
Urate_all	LRRC8D
Urate_all	EP400
Urate_all	PSMB2
Urate_all	ZSCAN12
Urate_all	TASOR2
IGF_1_all	RGS19
IGF_1_all	GABRA2
IGF_1_all	TMEM176B
IGF_1_all	TGFB1
IGF_1_all	PSRC1
IGF_1_all	WLS
IGF_1_all	TMEM176A
IGF_1_all	CCDC97
IGF_1_all	ZNF646
IGF_1_all	NME3
IGF_1_all	CFAP206
IGF_1_all	DRG2
IGF_1_all	GEN1
IGF_1_all	PSD4
IGF_1_all	TRIM38
IGF_1_all	CUL3
IGF_1_all	CBR1
IGF_1_all	PRMT6
IGF_1_all	CAMK1D
IGF_1_all	ARL14EP
IGF_1_all	TIGAR
IGF_1_all	RPS20
IGF_1_all	PM20D1
IGF_1_all	ZBTB38
IGF_1_all	RAD9A
IGF_1_all	FAAP20
IGF_1_all	TLCD5
IGF_1_all	SH2B1
IGF_1_all	MAMSTR
IGF_1_all	LRRFIP1P1
IGF_1_all	AMMECR1L
IGF_1_all	ZSWIM7
IGF_1_all	TP53INP2
IGF_1_all	SPATS2L
IGF_1_all	SAMM50
IGF_1_all	SLC16A9
IGF_1_all	SPRYD4
IGF_1_all	ATXN2L
IGF_1_all	NCOA6
IGF_1_all	SHISA4
IGF_1_all	NFATC1
IGF_1_all	DUSP14
IGF_1_all	UPK1A
IGF_1_all	METTL25B
IGF_1_all	PEX14
IGF_1_all	CCDC18-AS1
IGF_1_all	ZBTB47-AS1
IGF_1_all	H1-10
IGF_1_all	ZNF208
IGF_1_all	BCL7B
IGF_1_all	HLA-C
IGF_1_all	AP1S1
IGF_1_all	ZBTB32
IGF_1_all	CAPN10-DT
IGF_1_all	MED24
IGF_1_all	AKAP8L
IGF_1_all	EFEMP1
IGF_1_all	IRAK1BP1
IGF_1_all	CYP7A1
IGF_1_all	ELL
IGF_1_all	CEP76
IGF_1_all	ATP2A1
IGF_1_all	TEF
IGF_1_all	LINC00222
IGF_1_all	PAX8-AS1
IGF_1_all	MIF-AS1
IGF_1_all	C3orf38
IGF_1_all	CNOT6L
IGF_1_all	PAX8
IGF_1_all	ACO2
IGF_1_all	APTX
IGF_1_all	FLOT1
IGF_1_all	SHROOM1
IGF_1_all	KCNMB3
IGF_1_all	PDXDC1
IGF_1_all	CYBRD1
IGF_1_all	MIF
IGF_1_all	UQCRQ
IGF_1_all	SF3B1
IGF_1_all	FOXN2
IGF_1_all	DDTL
IGF_1_all	LRMDA
IGF_1_all	ELOA-AS1
IGF_1_all	ZSCAN9
IGF_1_all	ZFPM1
IGF_1_all	CRISPLD2
IGF_1_all	IGF1R
IGF_1_all	ZNF845
IGF_1_all	EEFSEC
IGF_1_all	SSU72
IGF_1_all	LIFR
IGF_1_all	MCM4
IGF_1_all	PHTF1
IGF_1_all	DCP2
IGF_1_all	IZUMO1
IGF_1_all	CDC37P1
IGF_1_all	ASB14
IGF_1_all	GLIS1
IGF_1_all	ATG7
IGF_1_all	C2CD4A
IGF_1_all	NFIB
IGF_1_all	NTAN1
IGF_1_all	NREP
IGF_1_all	ACTR1B
IGF_1_all	ULK4
IGF_1_all	CCDC32
IGF_1_all	WDR81
IGF_1_all	BRWD1-AS2
IGF_1_all	EPHA2
IGF_1_all	USP48
IGF_1_all	FARP2
IGF_1_all	SETD2
IGF_1_all	BCS1L
IGF_1_all	SNX31
IGF_1_all	EIF3C
IGF_1_all	DBNDD2
IGF_1_all	BHMT
IGF_1_all	TRIP4
IGF_1_all	KLHL18
IGF_1_all	ABHD12
IGF_1_all	PITHD1
IGF_1_all	MYLK-AS1
IGF_1_all	TRAF1
IGF_1_all	SYS1
IGF_1_all	ATG16L2
IGF_1_all	THAP9-AS1
IGF_1_all	C5orf22
IGF_1_all	H1-10-AS1
IGF_1_all	RPL31P46
IGF_1_all	DPYD
IGF_1_all	NOXRED1
IGF_1_all	LRRC37A2
IGF_1_all	LMOD1
IGF_1_all	MARCHF2
IGF_1_all	AKR1C4
IGF_1_all	KIF5B
IGF_1_all	ADORA2BP1
IGF_1_all	RPAP2
IGF_1_all	NUCKS1
IGF_1_all	GAB2
IGF_1_all	ZNF304
IGF_1_all	LINC00665
IGF_1_all	ITGA6
IGF_1_all	DDX56
IGF_1_all	TRAF3IP3
IGF_1_all	RPL3
IGF_1_all	KMT2B
IGF_1_all	STX4
IGF_1_all	PRANCR
IGF_1_all	ISYNA1
IGF_1_all	VIPAS39
IGF_1_all	PRR14L
IGF_1_all	LINC03011
IGF_1_all	OPRL1
IGF_1_all	TMED5
IGF_1_all	PEX6
IGF_1_all	ZNF257
IGF_1_all	NPIPA2
IGF_1_all	LINC01436
IGF_1_all	STX1B
IGF_1_all	CRHR1
IGF_1_all	MAP2K1
IGF_1_all	CYP17A1
IGF_1_all	UBE2L3
IGF_1_all	RCL1
IGF_1_all	TMED8
IGF_1_all	TNPO1
IGF_1_all	PPIP5K2
IGF_1_all	PSMG1
IGF_1_all	USP36
IGF_1_all	LINC02977
IGF_1_all	ANG
IGF_1_all	ACER2
IGF_1_all	EEF1AKMT1
IGF_1_all	USP24
IGF_1_all	CHD9
IGF_1_all	SPATA25
IGF_1_all	TTC19
IGF_1_all	OCIAD1
IGF_1_all	SLC26A10
IGF_1_all	KRT17P8
IGF_1_all	OGDH
IGF_1_all	C14orf39
IGF_1_all	HIVEP1
IGF_1_all	EIF3KP1
IGF_1_all	CCDC18
IGF_1_all	SLC2A11
IGF_1_all	MAPT
IGF_1_all	FAM214B
IGF_1_all	PRDM5
IGF_1_all	ANKRD44
IGF_1_all	ALMS1
IGF_1_all	U2AF1L4
IGF_1_all	FAM98A
IGF_1_all	USP35
IGF_1_all	ANKRD49P1
IGF_1_all	JPH2
IGF_1_all	IL4R
IGF_1_all	ADAMTS7P3
IGF_1_all	LNCOC1
IGF_1_all	HACD2
IGF_1_all	DDT
IGF_1_all	PMS2P3
IGF_1_all	RAP1GAP
IGF_1_all	PDE6D
IGF_1_all	RNF11
IGF_1_all	LINC02210
IGF_1_all	ADAMTS8
IGF_1_all	TMEM147
IGF_1_all	HIKESHI
IGF_1_all	AHSA1
IGF_1_all	PHLDB1
IGF_1_all	CPD
IGF_1_all	MLXIPL
IGF_1_all	PROX1
IGF_1_all	PSPH
IGF_1_all	LINC01586
IGF_1_all	FUS
IGF_1_all	ATP6V1A
IGF_1_all	LRRC25
IGF_1_all	RNF213
IGF_1_all	PTPRJ
IGF_1_all	COPG1
IGF_1_all	RABGAP1L
IGF_1_all	SLC22A3
IGF_1_all	SLC7A9
IGF_1_all	TPRKB
IGF_1_all	MAPK8IP1P2
IGF_1_all	TIGD2
IGF_1_all	APOBR
IGF_1_all	GNA12
IGF_1_all	ARHGAP12
IGF_1_all	LRRC37A
IGF_1_all	RSPO2
IGF_1_all	A4GALT
IGF_1_all	DND1P1
IGF_1_all	NPIPB7
IGF_1_all	KANSL1-AS1
IGF_1_all	SFT2D2
IGF_1_all	PRKCZ-AS1
IGF_1_all	GRINA
IGF_1_all	CETN4P
IGF_1_all	SERPINC1
IGF_1_all	SETD4
IGF_1_all	AKAP10
IGF_1_all	EVI5
IGF_1_all	GIN1
IGF_1_all	TANC1
IGF_1_all	BTBD9
IGF_1_all	VKORC1
IGF_1_all	MRPL4
IGF_1_all	FADS1
IGF_1_all	PHIP
IGF_1_all	AGAP3
IGF_1_all	NRCAM
IGF_1_all	DPYSL2
IGF_1_all	LINC02728
IGF_1_all	TUFM
IGF_1_all	ZSCAN12P1
IGF_1_all	ALMS1-IT1
IGF_1_all	LINC00243
IGF_1_all	S1PR2
IGF_1_all	SCAF11
IGF_1_all	YME1L1
IGF_1_all	GLUD1
IGF_1_all	GSTT2B
IGF_1_all	NBEAL2
IGF_1_all	DLGAP2
IGF_1_all	TREH
IGF_1_all	GNAO1
IGF_1_all	CROCC
IGF_1_all	CHGB
IGF_1_all	VN1R85P
IGF_1_all	MAST3
IGF_1_all	COPS7A
IGF_1_all	CCDC12
IGF_1_all	ZNF597
IGF_1_all	ZNF142
IGF_1_all	NQO1-DT
IGF_1_all	DFFA
IGF_1_all	LINC00377
IGF_1_all	C10orf67
IGF_1_all	ACACA
IGF_1_all	AVPR1A
IGF_1_all	SNHG22
IGF_1_all	ABHD18
IGF_1_all	METTL15
IGF_1_all	TBL2
IGF_1_all	HNRNPA1P15
IGF_1_all	RP9P
IGF_1_all	SPSB3
IGF_1_all	HAUS3
IGF_1_all	OPRD1
IGF_1_all	CLOCK
IGF_1_all	CSNK1A1L
IGF_1_all	PLEKHJ1
IGF_1_all	KLF5
IGF_1_all	NCL
IGF_1_all	GNMT
IGF_1_all	PADI2
IGF_1_all	TMEM258
IGF_1_all	OSGIN1
IGF_1_all	RUVBL1
IGF_1_all	STK33
IGF_1_all	TGFBR1
IGF_1_all	KMT5A
IGF_1_all	ZNF3
IGF_1_all	MFAP2
IGF_1_all	PSMC3IP
IGF_1_all	TTI2
IGF_1_all	SMU1
IGF_1_all	LINC02456
IGF_1_all	TCF21
IGF_1_all	SAMD15
IGF_1_all	FAM182B
IGF_1_all	PPP1R16B
IGF_1_all	B4GALNT1
IGF_1_all	BEND3
IGF_1_all	MCC
IGF_1_all	TMEM256
IGF_1_all	IL17D
IGF_1_all	SDHB
IGF_1_all	RAD51
IGF_1_all	NOVA2
IGF_1_all	HP1BP3
IGF_1_all	ZNF676
IGF_1_all	OR2H2
IGF_1_all	RAB5B
IGF_1_all	MRE11
IGF_1_all	ALG10B
IGF_1_all	RPL24P4
IGF_1_all	ZNF358
IGF_1_all	RBM15
IGF_1_all	VASN
IGF_1_all	CBX2
IGF_1_all	ASXL2
IGF_1_all	MAPK8IP1P1
IGF_1_all	MAN2A1
IGF_1_all	PTPN1
IGF_1_all	PHF2
IGF_1_all	HMGCL
IGF_1_all	VLDLR
IGF_1_all	DUX4L27
IGF_1_all	RAD52
IGF_1_all	CKAP5
IGF_1_all	MAP4
IGF_1_all	SLFNL1-AS1
IGF_1_all	CENPW
IGF_1_all	PNMA2
IGF_1_all	LINC00926
IGF_1_all	BOLA2P2
IGF_1_all	DCBLD2
IGF_1_all	SHROOM3
IGF_1_all	ADAR
IGF_1_all	MAGOHB
IGF_1_all	HPS5
IGF_1_all	SUN2
IGF_1_all	GSTA5
IGF_1_all	IGFALS
IGF_1_all	BRD3OS
IGF_1_all	NAA60
IGF_1_all	HSPD1P4
IGF_1_all	VGF
IGF_1_all	GSTA1
IGF_1_all	NUP98
IGF_1_all	NFATC2IP
IGF_1_all	S1PR1
IGF_1_all	GDF9
IGF_1_all	PPP1R21-DT
IGF_1_all	NAGLU
IGF_1_all	SLC6A4
IGF_1_all	GSTA9P
IGF_1_all	VMP1
IGF_1_all	MCM8
IGF_1_all	MSH6
IGF_1_all	SMC6
IGF_1_all	FUT10
IGF_1_all	NCAPG2
IGF_1_all	USP37
IGF_1_all	MRPL55
IGF_1_all	TBC1D23
IGF_1_all	DNALI1
IGF_1_all	C1orf105
IGF_1_all	PLTP
IGF_1_all	MYO1A
IGF_1_all	SUCO
IGF_1_all	GREM1
IGF_1_all	TRIM27
IGF_1_all	FADS2
IGF_1_all	NPR3
IGF_1_all	TAC3
IGF_1_all	SEPTIN8
IGF_1_all	BRWD1
IGF_1_all	LIN54
IGF_1_all	CFAP161
IGF_1_all	SBNO2
IGF_1_all	WHRN
IGF_1_all	GINS1
IGF_1_all	NRM
IGF_1_all	ZC3HC1
IGF_1_all	LRRK2
IGF_1_all	HOXA6
IGF_1_all	STARD10
IGF_1_all	R3HDM2
IGF_1_all	TMEM170A
IGF_1_all	DNAI4
IGF_1_all	HOXA-AS3
IGF_1_all	JRK
IGF_1_all	ZNF654
IGF_1_all	HHIP-AS1
IGF_1_all	NOSTRIN
IGF_1_all	MUSK
IGF_1_all	TNS2-AS1
IGF_1_all	ACSS2
IGF_1_all	HAUS8
IGF_1_all	PKIB
IGF_1_all	PRLR
IGF_1_all	ZNF384
IGF_1_all	CTDSP1
IGF_1_all	SUOX
IGF_1_all	IL27RA
IGF_1_all	ATP2A1-AS1
IGF_1_all	GTF2H1
IGF_1_all	AP4M1
IGF_1_all	PKP4
IGF_1_all	H3-3B
IGF_1_all	C2orf16
IGF_1_all	NAA50
IGF_1_all	MRPL35
IGF_1_all	CT66
IGF_1_all	PSMD3
IGF_1_all	SEC22C
IGF_1_all	LMNB1
IGF_1_all	ENTPD6
IGF_1_all	ELP6
IGF_1_all	SOWAHA
IGF_1_all	PIMREGP1
IGF_1_all	ZBTB44-DT
IGF_1_all	RASIP1
IGF_1_all	ST3GAL6
IGF_1_all	ZBTB10
IGF_1_all	NTN5
IGF_1_all	CCNC
IGF_1_all	STARD13
IGF_1_all	OXSR1
IGF_1_all	EIF3CL
IGF_1_all	RPN2
IGF_1_all	PABPC1
IGF_1_all	STXBP5-AS1
IGF_1_all	VSTM4
IGF_1_all	ANKRD10-IT1
IGF_1_all	GNGT2
IGF_1_all	HLX
IGF_1_all	PIP4K2A
IGF_1_all	ANO7
IGF_1_all	OSMR
IGF_1_all	DAP
IGF_1_all	LSM3
IGF_1_all	C2orf74-DT
IGF_1_all	LINC01229
IGF_1_all	PTPRF
IGF_1_all	PTRH2
IGF_1_all	LEPR
IGF_1_all	LINC02928
IGF_1_all	DNAH11
IGF_1_all	SRSF12
IGF_1_all	AP1M1
IGF_1_all	RN7SKP30
IGF_1_all	LATS1
IGF_1_all	AS3MT
IGF_1_all	SSBP4
IGF_1_all	XPO4
IGF_1_all	ARHGAP24
IGF_1_all	AP3B1
IGF_1_all	USF3
IGF_1_all	PDLIM1P4
IGF_1_all	TOPBP1
IGF_1_all	MAK16
IGF_1_all	LINC02829
IGF_1_all	BCAR1
IGF_1_all	SERINC1
IGF_1_all	MNT
IGF_1_all	STK36
IGF_1_all	LIMK2
IGF_1_all	KRCC1
IGF_1_all	RABGEF1P1
IGF_1_all	GPR63
IGF_1_all	COL6A2
IGF_1_all	CYP27A1
IGF_1_all	IMMT
IGF_1_all	PYGO2
IGF_1_all	FGF17
IGF_1_all	ZNF827
IGF_1_all	ZSCAN16
IGF_1_all	CSNK1G1
IGF_1_all	KDM4A
IGF_1_all	LY6K
IGF_1_all	FHL5
IGF_1_all	ZNF547
IGF_1_all	KIDINS220
IGF_1_all	MIR1915HG
IGF_1_all	RUNX1
IGF_1_all	GAPDHP61
IGF_1_all	FGD5
IGF_1_all	ZFP82
IGF_1_all	RIMKLBP1
IGF_1_all	COX7A2L
IGF_1_all	NINL
IGF_1_all	BNIP3P30
IGF_1_all	ASL
IGF_1_all	HSCB
IGF_1_all	PINX1
IGF_1_all	CSF3
IGF_1_all	IPO7
IGF_1_all	XPC-AS1
IGF_1_all	RAD51-AS1
IGF_1_all	C2orf49
IGF_1_all	REEP2
IGF_1_all	ZNF605
IGF_1_all	ALKBH3
IGF_1_all	TLR9
IGF_1_all	PIGT
IGF_1_all	PCCB
IGF_1_all	ARL3
IGF_1_all	RETREG3
IGF_1_all	SEMA4G
IGF_1_all	ANGPTL8
IGF_1_all	CKS1B
IGF_1_all	CAB39L
IGF_1_all	CSTPP1
IGF_1_all	HMGB3P7
IGF_1_all	PRSS53
IGF_1_all	COX6B1
IGF_1_all	ZNF713
IGF_1_all	CLCN6
IGF_1_all	C2orf49-DT
IGF_1_all	ZNF652
IGF_1_all	ARHGEF12
IGF_1_all	LARP1B
IGF_1_all	SYNRG
IGF_1_all	ATP1B2
IGF_1_all	ZNF146
IGF_1_all	GPR35
IGF_1_all	GPR83
IGF_1_all	SRSF6
IGF_1_all	PHLPP2
IGF_1_all	LIN37
IGF_1_all	DTX2P1
IGF_1_all	PABPC1P4
IGF_1_all	SLC47A2
IGF_1_all	DCTD
IGF_1_all	HLX-AS1
IGF_1_all	ARHGEF25
IGF_1_all	TMEM170B
IGF_1_all	RPL28P2
IGF_1_all	LAMTOR5-AS1
IGF_1_all	TNRC18
IGF_1_all	MISP3
IGF_1_all	NUBP2
IGF_1_all	BTBD10P2
IGF_1_all	PAM16
IGF_1_all	TP53TG5
IGF_1_all	NSFP1
IGF_1_all	VARS2
IGF_1_all	HSPA4L
IGF_1_all	UBAP2
IGF_1_all	KCTD5P1
IGF_1_all	ZNRF3
IGF_1_all	ESYT2
IGF_1_all	POLG
IGF_1_all	GUSBP2
IGF_1_all	RREB1
IGF_1_all	XPC
IGF_1_all	XRN1
IGF_1_all	THAP9
IGF_1_all	AP1G1
IGF_1_all	RPS18P9
IGF_1_all	NAB2
IGF_1_all	ZNF460-AS1
IGF_1_all	FZD5
IGF_1_all	PHF5A
IGF_1_all	PTPN13
IGF_1_all	NUFIP1
IGF_1_all	DNAAF9
IGF_1_all	LRGUK
IGF_1_all	LIF
IGF_1_all	LPAL2
IGF_1_all	CYB5R3
IGF_1_all	SLC41A1
IGF_1_all	LRCH1
IGF_1_all	CFDP1
IGF_1_all	HDAC7
IGF_1_all	FOXE3
IGF_1_all	CHD2
IGF_1_all	SORCS2
IGF_1_all	PTP4A2P1
IGF_1_all	TAP2
IGF_1_all	LINC00886
IGF_1_all	TIPARP
IGF_1_all	PRSS16
IGF_1_all	STXBP5
IGF_1_all	CHST6
IGF_1_all	NQO1
IGF_1_all	SH3RF3-AS1
IGF_1_all	FKBP9
IGF_1_all	KRT8P33
IGF_1_all	VPS37D
IGF_1_all	MRRF
IGF_1_all	HLA-S
IGF_1_all	KLHL42
IGF_1_all	MRPL1
IGF_1_all	CPEB2-DT
IGF_1_all	NPFF
IGF_1_all	RC3H1
IGF_1_all	KDM4B
IGF_1_all	RAB7B
IGF_1_all	CYP27C1
IGF_1_all	FBXO32
IGF_1_all	SLC16A4-AS1
IGF_1_all	SOD2
IGF_1_all	SAA4
IGF_1_all	PROSER3
IGF_1_all	EYA4
IGF_1_all	CD46
IGF_1_all	HHIP
IGF_1_all	LINC01290
IGF_1_all	DR1
IGF_1_all	ABHD17A
IGF_1_all	EIF4ENIF1
IGF_1_all	EME2
IGF_1_all	H1-2
IGF_1_all	ZNF90P1
IGF_1_all	SMIM4
IGF_1_all	NSA2P5
IGF_1_all	HSPD1
IGF_1_all	SMG6
IGF_1_all	SUPT20H
IGF_1_all	PKNOX1
IGF_1_all	ST3GAL6-AS1
IGF_1_all	CASP8
IGF_1_all	ZNF408
IGF_1_all	MARVELD2
IGF_1_all	SEC31A
IGF_1_all	RAB29
IGF_1_all	DHX38
IGF_1_all	ADORA2B
IGF_1_all	ANKRD45
IGF_1_all	ZMYND11
IGF_1_all	LINC02976
IGF_1_all	RN7SKP150
IGF_1_all	TMUB1
IGF_1_all	PIP4K2C
IGF_1_all	TNFSF13
IGF_1_all	ZNF143
IGF_1_all	CSP2
IGF_1_all	CBY1
IGF_1_all	MROH8
IGF_1_all	PROX1-AS1
IGF_1_all	PLEC
IGF_1_all	TMED4
IGF_1_all	RNU6-516P
IGF_1_all	HSD3B7
IGF_1_all	MIP
IGF_1_all	ADH5
IGF_1_all	ELF2
IGF_1_all	TNPO1-DT
IGF_1_all	NCOR1
IGF_1_all	SLC24A4
IGF_1_all	BHMT2
IGF_1_all	LRRC37A4P
IGF_1_all	CNOT9
IGF_1_all	THEM6
IGF_1_all	NOB1
IGF_1_all	RNF2P1
IGF_1_all	ADAMTS7
IGF_1_all	HNRNPUL1
IGF_1_all	PGRMC2
IGF_1_all	MAPT-AS1
IGF_1_all	CLTC
IGF_1_all	LINC01355
IGF_1_all	YDJC
IGF_1_all	LGALS8
IGF_1_all	ANXA13
IGF_1_all	LKAAEAR1
IGF_1_all	GAL
IGF_1_all	PMS2P11
IGF_1_all	HMGN1
IGF_1_all	LGR6
IGF_1_all	SSR1
IGF_1_all	UNK
IGF_1_all	LTB4R
IGF_1_all	ZBTB25
IGF_1_all	LYPLA2
IGF_1_all	CYP2C8
IGF_1_all	RPL11
IGF_1_all	FRYL
IGF_1_all	BEND7
IGF_1_all	ZFP36L1
IGF_1_all	KLF3-AS1
IGF_1_all	CSNK1G3
IGF_1_all	SCMH1
IGF_1_all	NAT2
IGF_1_all	MLLT10
IGF_1_all	GHRHR
IGF_1_all	TEX10
IGF_1_all	SLC25A32
IGF_1_all	FAM182A
IGF_1_all	FNIP2
IGF_1_all	CFH
IGF_1_all	NPIPB9
IGF_1_all	LINC01929
IGF_1_all	GTPBP1
IGF_1_all	OBSCN-AS1
IGF_1_all	GAS6
IGF_1_all	EPAS1
IGF_1_all	FRK
IGF_1_all	DHX30
IGF_1_all	TULP1
IGF_1_all	LIN28B-AS1
IGF_1_all	MAP3K11
IGF_1_all	SPPL2C
IGF_1_all	SMIM29
IGF_1_all	PLCD4
IGF_1_all	EML4
IGF_1_all	RBPMS2
IGF_1_all	HSPD1P10
IGF_1_all	FOXD2
IGF_1_all	ZNF839
IGF_1_all	HNRNPA1P16
IGF_1_all	SMIM8
IGF_1_all	BMPR1B
IGF_1_all	LRP4
IGF_1_all	TCEA2
IGF_1_all	L3MBTL3
IGF_1_all	GADD45G
IGF_1_all	CRIP2
IGF_1_all	WNT3A
IGF_1_all	HTR1D
IGF_1_all	HMCES
IGF_1_all	ARHGAP27
IGF_1_all	TH
IGF_1_all	TNFSF10
IGF_1_all	HORMAD2-AS1
IGF_1_all	PRSS8
IGF_1_all	TMEM245
IGF_1_all	FOSL1P1
IGF_1_all	ZC3H12C
IGF_1_all	DTX3
IGF_1_all	ZMIZ1-AS1
IGF_1_all	KCTD21
IGF_1_all	LINC02940
IGF_1_all	FLAD1
IGF_1_all	H3-3A-DT
IGF_1_all	GSN
IGF_1_all	ARL17A
IGF_1_all	NRIP1
IGF_1_all	NYNRIN
IGF_1_all	MAPT-IT1
IGF_1_all	EED
IGF_1_all	EXOC8
IGF_1_all	RHOBTB2
IGF_1_all	SPA17P1
IGF_1_all	NAT16
IGF_1_all	MIR17HG
IGF_1_all	MIER1
IGF_1_all	BAP1
IGF_1_all	INTS8
IGF_1_all	SBNO1
IGF_1_all	COPS4
IGF_1_all	ANKK1
IGF_1_all	XRCC6
IGF_1_all	SLFNL1
IGF_1_all	RFTN2
IGF_1_all	SERTAD2
IGF_1_all	SCAP
IGF_1_all	SMARCC1
IGF_1_all	SCUBE1
IGF_1_all	PALM3
IGF_1_all	SEC1P
IGF_1_all	TNFSF12
IGF_1_all	FMNL1
IGF_1_all	AFAP1
IGF_1_all	SLF2
IGF_1_all	DEPDC5
IGF_1_all	ZNF292
IGF_1_all	CICP4
IGF_1_all	TOP1
IGF_1_all	PLCE1
IGF_1_all	KCNJ16
IGF_1_all	HSH2D
IGF_1_all	ZC3H7B
IGF_1_all	HCN2
IGF_1_all	SRP54
IGF_1_all	CTHRC1
IGF_1_all	MANEA
