trait	hgnc_symbol
IGF_1_all	LSM14A
IGF_1_all	LRP11
IGF_1_all	WDR4
IGF_1_all	FUCA1
IGF_1_all	TTLL4
IGF_1_all	CERK
IGF_1_all	DCAF13
IGF_1_all	MAP2K2
IGF_1_all	CLUH
IGF_1_all	ZNF609
IGF_1_all	KDM3B
IGF_1_all	CNPY3
IGF_1_all	PLCG1
IGF_1_all	CPLX4
IGF_1_all	NKTR
IGF_1_all	ZSWIM5
IGF_1_all	FEZ2
IGF_1_all	GMEB1
IGF_1_all	ZNF165
IGF_1_all	NPPB
IGF_1_all	TMEM132E-DT
IGF_1_all	TOB2
IGF_1_all	CAVIN1
IGF_1_all	ATP5MGP8
IGF_1_all	LCORL
IGF_1_all	PTCH1
IGF_1_all	INHBC
IGF_1_all	CRIM1-DT
IGF_1_all	FAM215B
IGF_1_all	ASF1A
IGF_1_all	TRIM4
IGF_1_all	MAPKAP1
IGF_1_all	ENDOV
IGF_1_all	KANK1P1
IGF_1_all	FGF21
IGF_1_all	TNNC1
IGF_1_all	SCMH1-DT
IGF_1_all	RN7SL145P
IGF_1_all	HMGA1
IGF_1_all	JOSD1
IGF_1_all	ZNF668
IGF_1_all	UNC79
IGF_1_all	HLA-V
IGF_1_all	C1orf146
IGF_1_all	SETP17
IGF_1_all	PLPP3
IGF_1_all	PISD
IGF_1_all	ATP6V1G1P2
IGF_1_all	IMPG2
IGF_1_all	LINC01948
IGF_1_all	LINC01988
IGF_1_all	SFSWAP
IGF_1_all	SLC16A4
IGF_1_all	NPIPP1
IGF_1_all	BCAT2
IGF_1_all	PIGU
IGF_1_all	CUX1
IGF_1_all	EPPK1
IGF_1_all	CRIM1
IGF_1_all	NUP43
IGF_1_all	ENPP4
IGF_1_all	INKA2
IGF_1_all	LINC01529
IGF_1_all	SKIDA1
IGF_1_all	XYLT1
IGF_1_all	PPIAP2
IGF_1_all	PIK3R2
IGF_1_all	KIF9-AS1
IGF_1_all	H2BC12
IGF_1_all	RN7SL767P
IGF_1_all	HSD17B1P1
IGF_1_all	AOPEP
IGF_1_all	TLE5
IGF_1_all	CNPY4
IGF_1_all	LENEP
IGF_1_all	SHC1
IGF_1_all	JHY
IGF_1_all	FAM120AOS
IGF_1_all	SRP14-DT
IGF_1_all	LEPROT
IGF_1_all	MAT2B
IGF_1_all	FEN1
IGF_1_all	ZNF652-AS1
IGF_1_all	PAFAH1B2P2
IGF_1_all	PRECSIT
IGF_1_all	MRPS17
IGF_1_all	MYO9B
IGF_1_all	EIF4B
IGF_1_all	LILRB5
IGF_1_all	CNTRL
IGF_1_all	ACTN4
IGF_1_all	TRIM60P18
IGF_1_all	NDUFV2
IGF_1_all	GREM1-AS1
IGF_1_all	THRA
IGF_1_all	CDKN2C
IGF_1_all	PHKG1
IGF_1_all	IRAIN
IGF_1_all	SFXN2
IGF_1_all	ALG9
IGF_1_all	SNORD10
IGF_1_all	UFL1
IGF_1_all	FA2H
IGF_1_all	RELA
IGF_1_all	FUT2
IGF_1_all	C2orf50
IGF_1_all	ANKRD10
IGF_1_all	ZSCAN16-AS1
IGF_1_all	RICTOR
IGF_1_all	APOC1
IGF_1_all	NPIPA5
IGF_1_all	ARHGEF19
IGF_1_all	TBC1D9B
IGF_1_all	GSEC
IGF_1_all	UBE2K
IGF_1_all	CACHD1
IGF_1_all	EFCAB6-AS1
IGF_1_all	VPS13C
IGF_1_all	DOT1L
IGF_1_all	RABGEF1
IGF_1_all	GALNT10
IGF_1_all	ZSCAN26
IGF_1_all	TLNRD1
IGF_1_all	GJC3
IGF_1_all	REXO1
IGF_1_all	RBM8B
IGF_1_all	ARHGAP28
IGF_1_all	EGLN1
IGF_1_all	HECA
IGF_1_all	NOX4
IGF_1_all	MIR100HG
IGF_1_all	PAM
IGF_1_all	TXLNB
IGF_1_all	ZNF503-AS2
IGF_1_all	NAALAD2
IGF_1_all	SND1-IT1
IGF_1_all	MIR137HG
IGF_1_all	ARL17B
IGF_1_all	MEIS1
IGF_1_all	SENP7
IGF_1_all	VN1R108P
IGF_1_all	SMCR5
IGF_1_all	TWF2
IGF_1_all	STAM2
IGF_1_all	ZNF804A
IGF_1_all	GNAO1-AS1
IGF_1_all	PLCE1-AS1
IGF_1_all	DMGDH
IGF_1_all	SKI
IGF_1_all	C3orf86
IGF_1_all	ZBTB37
IGF_1_all	SLC45A3
IGF_1_all	RN7SL268P
IGF_1_all	LIN28B
IGF_1_all	AFF4
IGF_1_all	ATPAF2
IGF_1_all	HFE
IGF_1_all	ZNF503
IGF_1_all	LRP4-AS1
IGF_1_all	MFAP3
IGF_1_all	ADGRB3-DT
IGF_1_all	FAM227A
IGF_1_all	ZNF174
IGF_1_all	GTF2H4
IGF_1_all	MRPL43
IGF_1_all	C1QBP
IGF_1_all	ATF7
IGF_1_all	MST1R
IGF_1_all	PIGL
IGF_1_all	NPM1P47
IGF_1_all	KIZ
IGF_1_all	C22orf31
IGF_1_all	NRADDP
IGF_1_all	PDZRN4
IGF_1_all	CPLANE2
IGF_1_all	RNPEPL1
IGF_1_all	ATP5MC1P1
IGF_1_all	RPL6P4
IGF_1_all	F2
IGF_1_all	SYT17
IGF_1_all	IBA57
IGF_1_all	MAIP1
IGF_1_all	BBX
IGF_1_all	C5orf67
IGF_1_all	C5
IGF_1_all	ZKSCAN8P1
IGF_1_all	CYTH1
IGF_1_all	GHSR
IGF_1_all	NAT8
IGF_1_all	NPFFR1
IGF_1_all	SLC10A4
IGF_1_all	TAS2R19
IGF_1_all	RGS17
IGF_1_all	LINC02980
IGF_1_all	FAM238C
IGF_1_all	HSF2
IGF_1_all	LINC02933
IGF_1_all	LYAR
IGF_1_all	GTF3C2
IGF_1_all	WBP1L
IGF_1_all	SH2B2
IGF_1_all	UBR3
IGF_1_all	MFSD12
IGF_1_all	STH
IGF_1_all	CHFR
IGF_1_all	NOCT
IGF_1_all	SERPINF1
IGF_1_all	ANKRD12
IGF_1_all	FAM170B
IGF_1_all	PGBD1
IGF_1_all	FAM13A
IGF_1_all	RASGRP3
IGF_1_all	PVRIG
IGF_1_all	POU1F1
IGF_1_all	SVEP1
IGF_1_all	MTHFR
IGF_1_all	ATP5ME
IGF_1_all	DRD2
IGF_1_all	ERVH48-1
IGF_1_all	TRIM7-AS2
IGF_1_all	ZNF204P
IGF_1_all	PYGB
IGF_1_all	NIPSNAP2
IGF_1_all	XBP1
IGF_1_all	EEF1A2
IGF_1_all	FAF1
IGF_1_all	C11orf97
IGF_1_all	RPL3P2
IGF_1_all	MYO15A
IGF_1_all	DPYS
IGF_1_all	CCNYL1
IGF_1_all	MAFTRR
IGF_1_all	INS-IGF2
IGF_1_all	ULBP2
IGF_1_all	GALNT4
IGF_1_all	SUSD1
IGF_1_all	ERBB3
IGF_1_all	PPP1R11
IGF_1_all	IGFBP3
IGF_1_all	RBM18
IGF_1_all	DRC3
IGF_1_all	RPH3AL-AS1
IGF_1_all	DOC2B
IGF_1_all	STIL
IGF_1_all	MAD1L1
IGF_1_all	L3MBTL1
IGF_1_all	ITGAM
IGF_1_all	TRIM7
IGF_1_all	LINC02983
IGF_1_all	SNORA75
IGF_1_all	ZKSCAN3
IGF_1_all	GPER1
IGF_1_all	TMEM121
IGF_1_all	HSD17B1-AS1
IGF_1_all	PHF19
IGF_1_all	AP2A2
IGF_1_all	ZKSCAN4
IGF_1_all	FBN1
IGF_1_all	TTC39A-AS1
IGF_1_all	NSMCE1
IGF_1_all	NAT8B
IGF_1_all	NT5DC2
IGF_1_all	MST1L
IGF_1_all	DCAF12
IGF_1_all	PPP1R18
IGF_1_all	CCDC149
IGF_1_all	PIAS1
IGF_1_all	SFI1
IGF_1_all	FOXO1
IGF_1_all	UBE2Q1
IGF_1_all	HEYL
IGF_1_all	SOCS2-AS1
IGF_1_all	NFAT5
IGF_1_all	SOCS2
IGF_1_all	SULT1A1
IGF_1_all	CREB3L2
IGF_1_all	DNAJA1
IGF_1_all	NLRP1
IGF_1_all	KIZ-AS1
IGF_1_all	NR2C2
IGF_1_all	TOMM22
IGF_1_all	CNOT2
IGF_1_all	AURKC
IGF_1_all	MEIOB
IGF_1_all	KMT2E
IGF_1_all	NPC1L1
IGF_1_all	LIMD1
IGF_1_all	UPK1B
IGF_1_all	ASB16-AS1
IGF_1_all	MACF1
IGF_1_all	ZNF264
IGF_1_all	NDST1
IGF_1_all	GALK1
IGF_1_all	ZBTB1
IGF_1_all	RPS15AP1
IGF_1_all	GSTT2
IGF_1_all	RAD17
IGF_1_all	ZNF445
IGF_1_all	SPC25
IGF_1_all	PPP1R36
IGF_1_all	LDB1
IGF_1_all	SPDYE5
IGF_1_all	HOXA7
IGF_1_all	TCF12
IGF_1_all	USP7
IGF_1_all	NR4A2
IGF_1_all	PICALM
IGF_1_all	DHX40
IGF_1_all	EFNA3
IGF_1_all	GLDC
IGF_1_all	OVOL1
IGF_1_all	NOP58
IGF_1_all	NSF
IGF_1_all	SDF2L1
IGF_1_all	PCBP2P1
IGF_1_all	AMZ1
IGF_1_all	LINC02986
IGF_1_all	RPL35AP20
IGF_1_all	PBX3
IGF_1_all	ACOXL-AS1
IGF_1_all	KDM4A-AS1
IGF_1_all	H2AC4
IGF_1_all	PPP1R14BP3
IGF_1_all	RPL35AP36
IGF_1_all	HIBCH
IGF_1_all	FDFT1
IGF_1_all	NDUFV3
IGF_1_all	CHCHD2
IGF_1_all	UAP1L1
IGF_1_all	CDKN1A
IGF_1_all	RPL9P29
IGF_1_all	RANGAP1
IGF_1_all	KANSL1
IGF_1_all	MRPS25
IGF_1_all	KNL1
IGF_1_all	WNT3
IGF_1_all	MESD
IGF_1_all	FNDC11
IGF_1_all	SLIT2
IGF_1_all	C6orf163
IGF_1_all	PPP2R3C
IGF_1_all	ATP5PBP5
IGF_1_all	SOAT1
IGF_1_all	NRARP
IGF_1_all	EPHA2-AS1
IGF_1_all	ST13P5
IGF_1_all	CAMK1G
IGF_1_all	COASY
IGF_1_all	CELSR2
IGF_1_all	IDH3A
IGF_1_all	RMDN3
IGF_1_all	LIMD1-AS1
IGF_1_all	TARID
IGF_1_all	CACNB4
IGF_1_all	CHMP1A
IGF_1_all	RBBP8
IGF_1_all	TRIM8
IGF_1_all	DBF4
IGF_1_all	CAPN10
IGF_1_all	RAC1
IGF_1_all	DDR1
IGF_1_all	IGF2R
IGF_1_all	GLYCTK
IGF_1_all	TWSG1-DT
IGF_1_all	AP4B1-AS1
IGF_1_all	GRIN2A
IGF_1_all	CHRNA3
IGF_1_all	TRPM3
IGF_1_all	CDADC1
IGF_1_all	TBX19
IGF_1_all	LEAP2
IGF_1_all	WBP2
IGF_1_all	BLMH
IGF_1_all	POLR3H
IGF_1_all	NEIL2
IGF_1_all	CIB2
IGF_1_all	KDM1A
IGF_1_all	RPS7P4
IGF_1_all	PIWIL4
IGF_1_all	DCAF16
IGF_1_all	POLR1A
IGF_1_all	EIF5A2
IGF_1_all	DHX35
IGF_1_all	HSPA2-AS1
IGF_1_all	STIM1
IGF_1_all	PSCA
IGF_1_all	ASS1P12
IGF_1_all	GPATCH8
IGF_1_all	DPH1-AS1
IGF_1_all	KBTBD2
IGF_1_all	GFI1
IGF_1_all	PHOX2B
IGF_1_all	TXNL4B
IGF_1_all	DDX6
IGF_1_all	STX1A
IGF_1_all	FYB2
IGF_1_all	PHGR1
IGF_1_all	IGF2
IGF_1_all	NHSL1
IGF_1_all	VN1R1
IGF_1_all	CYP4V2
IGF_1_all	ST3GAL4
IGF_1_all	VASH1
IGF_1_all	SETD1A
IGF_1_all	BAHD1
IGF_1_all	TUBG2
IGF_1_all	ANKLE1
IGF_1_all	RILPL2
IGF_1_all	LINC00240
IGF_1_all	HSD17B1
IGF_1_all	KNOP1P2
IGF_1_all	HELLS
IGF_1_all	ZNF33BP1
IGF_1_all	NAB1
IGF_1_all	CNP
IGF_1_all	SF3A2
IGF_1_all	LRRC4
IGF_1_all	BMP8A
IGF_1_all	TRAF3
IGF_1_all	LAMTOR5
IGF_1_all	GLMN
IGF_1_all	BCKDK
IGF_1_all	ZSCAN31
IGF_1_all	HTR2B
IGF_1_all	KIF9
IGF_1_all	GRM2
IGF_1_all	MAPK8IP3
IGF_1_all	TMEM14A
IGF_1_all	STAC3
IGF_1_all	DIRC3
IGF_1_all	LIMCH1
IGF_1_all	HSD17B14
IGF_1_all	PLEKHG3
IGF_1_all	PLCG2
IGF_1_all	LINC02570
IGF_1_all	AFAP1-AS1
IGF_1_all	GARRE1
IGF_1_all	DMRTA2
IGF_1_all	DNAJA3
IGF_1_all	SHISA2
IGF_1_all	KCTD7
IGF_1_all	TMEM43
IGF_1_all	WWP2
IGF_1_all	CMIP
IGF_1_all	FZR1
IGF_1_all	CEP83
IGF_1_all	ATP5MC2
IGF_1_all	HS6ST1
IGF_1_all	TOB2P1
IGF_1_all	IER3
IGF_1_all	RIOK1
IGF_1_all	GET4
IGF_1_all	MMP16
IGF_1_all	ARRDC2
IGF_1_all	EIF4G3
IGF_1_all	MTND4P20
IGF_1_all	KLF13
IGF_1_all	HAGH
IGF_1_all	TMEM165
IGF_1_all	CPNE8
IGF_1_all	COL18A1
IGF_1_all	TBL1XR1
IGF_1_all	INSR
IGF_1_all	BLZF2P
IGF_1_all	ADAMTS9-AS1
IGF_1_all	MSL2
IGF_1_all	TNC
IGF_1_all	LPP-AS2
IGF_1_all	PTPN7
IGF_1_all	PLD3
IGF_1_all	CACNA1C
IGF_1_all	TLCD2
IGF_1_all	JCAD
IGF_1_all	MAS1LP1
IGF_1_all	SLC4A11
IGF_1_all	CHP1P2
IGF_1_all	ZNF518B
IGF_1_all	FAM66D
IGF_1_all	AZGP1
IGF_1_all	DESI1
IGF_1_all	GPR37
IGF_1_all	KCTD6
IGF_1_all	SSTR2
IGF_1_all	B4GALT1
IGF_1_all	WNT11
IGF_1_all	CFAP61
IGF_1_all	GPR137B
IGF_1_all	HLA-G
IGF_1_all	MIR22HG
IGF_1_all	ZNF536
IGF_1_all	FAM185BP
IGF_1_all	MIR122HG
IGF_1_all	SLC45A2
IGF_1_all	AKNA
IGF_1_all	SH2D5
IGF_1_all	PIGP
IGF_1_all	SDCBP2-AS1
IGF_1_all	LINC01352
IGF_1_all	C9orf153
IGF_1_all	ANKRD40
IGF_1_all	KCNC4
IGF_1_all	SIRPG
IGF_1_all	C19orf33
IGF_1_all	TTC39A
IGF_1_all	FAM149A
IGF_1_all	GNAO1-DT
IGF_1_all	SDCBP
IGF_1_all	POC1B
IGF_1_all	TEDC1
IGF_1_all	ZBTB7A
IGF_1_all	LUZP1
IGF_1_all	ITSN2
IGF_1_all	BORCS7
IGF_1_all	HSPE1
IGF_1_all	FGF5
IGF_1_all	SETX
IGF_1_all	AK6
IGF_1_all	ABCC10
IGF_1_all	ZNF805
IGF_1_all	GALE
IGF_1_all	EMC2
IGF_1_all	SNHG12
IGF_1_all	SPRTN
IGF_1_all	UBXN2B
IGF_1_all	GCKR
IGF_1_all	CASC16
IGF_1_all	VIL1
IGF_1_all	SLC19A1
IGF_1_all	PKHD1
IGF_1_all	SAT2
IGF_1_all	TBCA
IGF_1_all	MEAF6
IGF_1_all	PIK3IP1-DT
IGF_1_all	CEP162
IGF_1_all	TUT7
IGF_1_all	MAN1B1-DT
IGF_1_all	UGT2B17
IGF_1_all	ARHGAP10
IGF_1_all	BMPR2
IGF_1_all	ATXN7L2
IGF_1_all	SORT1
IGF_1_all	SAA3P
IGF_1_all	RBM15-AS1
IGF_1_all	SP4
IGF_1_all	ANO7L1
IGF_1_all	TCEA1P4
IGF_1_all	PARP10
IGF_1_all	CBX4
IGF_1_all	RAET1G
IGF_1_all	TNIP1
IGF_1_all	SLC22A1
IGF_1_all	GSTA12P
IGF_1_all	ATP8B3
IGF_1_all	COX6B1P4
IGF_1_all	SLC25A39
IGF_1_all	HIBADH
IGF_1_all	GPR180
IGF_1_all	NT5DC1
IGF_1_all	PSMA5
IGF_1_all	F11
IGF_1_all	DNMT1
IGF_1_all	RN7SKP22
IGF_1_all	ABITRAM
IGF_1_all	SLC17A3
IGF_1_all	GID4
IGF_1_all	UBP1
IGF_1_all	ZNF17
IGF_1_all	LINC00683
IGF_1_all	TIGD1
IGF_1_all	SLC2A5
IGF_1_all	RPL13AP12
IGF_1_all	XPO1
IGF_1_all	GANAB
IGF_1_all	ACTBP9
IGF_1_all	PTMA
IGF_1_all	ZNF197
IGF_1_all	RDH16
IGF_1_all	ABO
IGF_1_all	INHBB
IGF_1_all	FZD9
IGF_1_all	RRP7BP
IGF_1_all	GSTA2
IGF_1_all	SERHL2
IGF_1_all	F11-AS1
IGF_1_all	METTL5
IGF_1_all	SHBG
IGF_1_all	LAMA2
IGF_1_all	SLIT2-IT1
IGF_1_all	PCLAF
IGF_1_all	SPIRE1
IGF_1_all	TUBG1
IGF_1_all	NUPR2
IGF_1_all	MXD4
IGF_1_all	PTCSC3
IGF_1_all	ZC3H10
IGF_1_all	NRBP1
IGF_1_all	FCRLA
IGF_1_all	TREHP1
IGF_1_all	GLIS3-AS1
IGF_1_all	PLK4
IGF_1_all	SLC45A4
IGF_1_all	PPM1G
IGF_1_all	BAIAP2
IGF_1_all	CCS
IGF_1_all	CCDC146
IGF_1_all	COL6A2-DT
IGF_1_all	ACVRL1
IGF_1_all	EGR1
IGF_1_all	NDUFA4L2
IGF_1_all	TOMM40
IGF_1_all	ALAS1
IGF_1_all	CHRNB2
IGF_1_all	SALL4P7
IGF_1_all	ZPR1P1
IGF_1_all	SIX6
IGF_1_all	USP7-AS1
IGF_1_all	LRPPRC
IGF_1_all	SRP14
IGF_1_all	ZNF852
IGF_1_all	PSMG2
IGF_1_all	FADS3
IGF_1_all	PHC1
IGF_1_all	GOLGA6GP
IGF_1_all	CYP19A1
IGF_1_all	SND1
IGF_1_all	NEURL2
IGF_1_all	PDE3A
IGF_1_all	CGGBP1
IGF_1_all	HMOX2
IGF_1_all	MAN2A1-DT
IGF_1_all	IRF6
IGF_1_all	VKORC1L1
IGF_1_all	PCMT1
IGF_1_all	STAB1
IGF_1_all	E2F3
IGF_1_all	ENPP5
IGF_1_all	SEC14L1P1
IGF_1_all	TMEM171
IGF_1_all	HOXA1
IGF_1_all	CDKN2A
IGF_1_all	ASIP
IGF_1_all	BRD3
IGF_1_all	ARF5
IGF_1_all	RPUSD2
IGF_1_all	SHH
IGF_1_all	ARHGEF28
IGF_1_all	KLF3
IGF_1_all	VPS13C-DT
IGF_1_all	TWNK
IGF_1_all	JAG1
IGF_1_all	AKAP12
IGF_1_all	MAPK11
IGF_1_all	BNC1
IGF_1_all	IFT172
IGF_1_all	RPL35AP13
IGF_1_all	CBX5P1
IGF_1_all	WDR26
IGF_1_all	INTU
IGF_1_all	IGF1
IGF_1_all	UNG
IGF_1_all	RNF144B
IGF_1_all	BSNDP2
IGF_1_all	WNK1
IGF_1_all	C10orf67-AS1
IGF_1_all	SPCS2
IGF_1_all	ACAA2
IGF_1_all	PROK1
IGF_1_all	ITGAD
IGF_1_all	HRG
IGF_1_all	ZNF736
IGF_1_all	INKA1
IGF_1_all	SMG7-AS1
IGF_1_all	ABHD11
IGF_1_all	ZNF316
IGF_1_all	CUX2
IGF_1_all	PAPPA2
IGF_1_all	NPY
IGF_1_all	TRIM8-DT
IGF_1_all	APOA5
IGF_1_all	PPP2R2D
IGF_1_all	PPARGC1A
IGF_1_all	PRCC
IGF_1_all	DDA1
IGF_1_all	GAPVD1
IGF_1_all	SMCO4
IGF_1_all	RELCH
IGF_1_all	LIPJ
IGF_1_all	SERPINF2
IGF_1_all	CYP2C18
IGF_1_all	SHOX2
IGF_1_all	ZNF318
IGF_1_all	PTPN22
IGF_1_all	LINC01251
IGF_1_all	TACR3
IGF_1_all	INSM1
IGF_1_all	FGF14
IGF_1_all	MRPS22
IGF_1_all	ANKRD49
IGF_1_all	HK1
IGF_1_all	RABEP2
IGF_1_all	PLXNA2
IGF_1_all	USP13
IGF_1_all	SEPTIN14
IGF_1_all	PATZ1
IGF_1_all	HRH1
IGF_1_all	TDRD7
IGF_1_all	H3C1
IGF_1_all	NPM2
IGF_1_all	NPM1P46
IGF_1_all	HJURP
IGF_1_all	CALML6
IGF_1_all	DHX35-DT
IGF_1_all	PNLIPRP1
IGF_1_all	AKR1C3
IGF_1_all	IPO9
IGF_1_all	RAI1
IGF_1_all	CRIP1
IGF_1_all	CHRNB4
IGF_1_all	SNORD94
IGF_1_all	GSDMA
IGF_1_all	FAM32A
IGF_1_all	SPNS1
IGF_1_all	OR1F12P
IGF_1_all	GPR182
IGF_1_all	MAPK9
IGF_1_all	HOTAIR
IGF_1_all	GPR157
IGF_1_all	TRAIP
IGF_1_all	DUSP11
IGF_1_all	EEF1A1P7
IGF_1_all	LAT
IGF_1_all	MTA1
IGF_1_all	PACSIN3
IGF_1_all	PCSK1
IGF_1_all	INKA2-AS1
IGF_1_all	NARS2
IGF_1_all	ADTRP
IGF_1_all	LINC01637
IGF_1_all	HLA-DRB6
IGF_1_all	ABLIM2
IGF_1_all	H1-5
IGF_1_all	CNNM2
IGF_1_all	WDR1
IGF_1_all	CPEB2
IGF_1_all	EPHA3
IGF_1_all	CYP2C9
IGF_1_all	MARS2
IGF_1_all	ACSM6
IGF_1_all	OTUD7A
IGF_1_all	POLR2A
IGF_1_all	LINC00426
IGF_1_all	CORO7
IGF_1_all	KATNAL1
IGF_1_all	EYA2
IGF_1_all	UPK1A-AS1
IGF_1_all	FGD5-AS1
IGF_1_all	H2BC4
IGF_1_all	NELFE
IGF_1_all	TRIM41
IGF_1_all	FNDC4
IGF_1_all	TBX3
IGF_1_all	EXOC4
IGF_1_all	SRR
IGF_1_all	MTCO1P28
IGF_1_all	TRAPPC14
IGF_1_all	FGF2
IGF_1_all	PTPN23
IGF_1_all	ZCWPW1
IGF_1_all	SLURP2
IGF_1_all	BCL2L11
IGF_1_all	SEPTIN2
IGF_1_all	PRSS36
IGF_1_all	TPT1-AS1
IGF_1_all	ADH4
IGF_1_all	ITPA
IGF_1_all	ZNF391
IGF_1_all	ELOA
IGF_1_all	HCG9
IGF_1_all	SBK1
IGF_1_all	MX1
IGF_1_all	ANKRD44-AS1
IGF_1_all	MCM7
IGF_1_all	AP3D1
IGF_1_all	SNORD124
IGF_1_all	PIK3C2B
IGF_1_all	HSD11B1-AS1
IGF_1_all	FUT4
IGF_1_all	RALYL
IGF_1_all	RYR1
IGF_1_all	LINC02913
IGF_1_all	UBE2E2
IGF_1_all	LINC01160
IGF_1_all	RAB33B-AS1
IGF_1_all	FTO
IGF_1_all	TMIGD1
IGF_1_all	MICD
IGF_1_all	ATF7IP2
IGF_1_all	MLX
IGF_1_all	KAT8
IGF_1_all	ARSA
IGF_1_all	ANK3
IGF_1_all	POC1B-AS1
IGF_1_all	OAZ2
IGF_1_all	TRMT10C
IGF_1_all	NDNF
IGF_1_all	NID1
IGF_1_all	KCNC4-DT
IGF_1_all	MT1XP1
IGF_1_all	SUN1
IGF_1_all	IP6K1
IGF_1_all	DNAH1
IGF_1_all	TMPRSS2
IGF_1_all	GSTA3
IGF_1_all	SNAP91
IGF_1_all	LINC00332
IGF_1_all	PBXIP1
IGF_1_all	ADAT3
IGF_1_all	PMS2P9
IGF_1_all	ATP6V0E2-AS1
IGF_1_all	DSCR9
IGF_1_all	PPP2R5D
IGF_1_all	VRK2
IGF_1_all	GLT8D1
IGF_1_all	MLYCD
IGF_1_all	VWC2L
IGF_1_all	CAPNS1
IGF_1_all	MAP1LC3A
IGF_1_all	H2AC5P
IGF_1_all	CNBP
IGF_1_all	ASTN2-AS1
IGF_1_all	AKAP6
IGF_1_all	PIK3CA-DT
IGF_1_all	CCNQP1
IGF_1_all	CERNA3
IGF_1_all	ZBTB47
IGF_1_all	SGSM2-AS1
IGF_1_all	ARPC3P3
IGF_1_all	GCNT4
IGF_1_all	LALBA
IGF_1_all	BSG
IGF_1_all	MCFD2P1
IGF_1_all	RPL18P11
IGF_1_all	FANK1
IGF_1_all	SOX5-AS1
IGF_1_all	R3HDM2-DT
IGF_1_all	CUTALP
IGF_1_all	AMH
IGF_1_all	NREP-AS1
IGF_1_all	SNORD54
IGF_1_all	LRRC37A9P
IGF_1_all	SRPK2
IGF_1_all	MOS
IGF_1_all	FASTKD1
IGF_1_all	HMGB1P45
IGF_1_all	H3C4
IGF_1_all	MSL3P1
IGF_1_all	KRT18P18
IGF_1_all	RPL36P20
IGF_1_all	MYL6B
IGF_1_all	ZBTB7B
IGF_1_all	AKAP5
IGF_1_all	LINC01623
IGF_1_all	PHF7
IGF_1_all	PHB1P12
IGF_1_all	ETV2
IGF_1_all	LINC02981
IGF_1_all	CDHR4
IGF_1_all	OR2H4P
IGF_1_all	BMP2K
IGF_1_all	ZNF970P
IGF_1_all	INHBE
IGF_1_all	MFSD8
IGF_1_all	KRTCAP3
IGF_1_all	DGKH
IGF_1_all	ZNF492
IGF_1_all	UNC13D
IGF_1_all	PPP6R2
IGF_1_all	HCG4
IGF_1_all	ST6GALNAC3
IGF_1_all	RBFOX2
IGF_1_all	WFIKKN2
IGF_1_all	ZFYVE19
IGF_1_all	MAPK10
IGF_1_all	FAM131C
IGF_1_all	GAS6-AS1
IGF_1_all	SNORA48
IGF_1_all	GPC2
IGF_1_all	ZNF35
IGF_1_all	AP1S3
IGF_1_all	ZCCHC2
IGF_1_all	KLHL40
IGF_1_all	MPRIPP1
IGF_1_all	STAT6
IGF_1_all	HMMR
IGF_1_all	CDK2AP1
IGF_1_all	KLHL20
IGF_1_all	CHST14
IGF_1_all	CYB5AP2
IGF_1_all	CRTAP
IGF_1_all	ECE1-AS1
IGF_1_all	ZNF644
IGF_1_all	LINC01668
IGF_1_all	MEG3
IGF_1_all	TCAIM
IGF_1_all	RAPGEF2
IGF_1_all	ST3GAL3
IGF_1_all	CASC3
IGF_1_all	LBH
IGF_1_all	ZNF565
IGF_1_all	MIR29B2CHG
IGF_1_all	EIF4A1
IGF_1_all	GUK1
IGF_1_all	CARNS1
IGF_1_all	NMRK2
IGF_1_all	NPPA
IGF_1_all	AOC1
IGF_1_all	UBE2R2
IGF_1_all	CALCRL
IGF_1_all	RRAS2
IGF_1_all	NDUFB8P2
IGF_1_all	SULT1A2
IGF_1_all	SMIM24
IGF_1_all	H4C2
IGF_1_all	IL27
Testosterone_male	LINC01352
Testosterone_male	WDR81
Testosterone_male	USP3
Testosterone_male	SERPINF2
Testosterone_male	KIFC2
Testosterone_male	LRRC45
Testosterone_male	HSD17B1P1
Testosterone_male	JAZF1
Testosterone_male	PABPC4-AS1
Testosterone_male	UPF3A
Testosterone_male	CYHR1
Testosterone_male	ACHE
Testosterone_male	SRRT
Testosterone_male	PRMT6
Testosterone_male	ATP5MF
Testosterone_male	AGER
Testosterone_male	BRI3
Testosterone_male	AP5B1
Testosterone_male	UFSP1
Testosterone_male	WARS1
Testosterone_male	METTL21A
Testosterone_male	FAM114A2
Testosterone_male	FGFR1
Testosterone_male	APOBR
Testosterone_male	PMS2P9
Testosterone_male	MRPS7
Testosterone_male	SULT1A2
Testosterone_male	TSEN2
Testosterone_male	CCND1
Testosterone_male	PRRT1
Testosterone_male	WDR25
Testosterone_male	ZFAND2A-DT
Testosterone_male	PRDM4
Testosterone_male	EVI2A
Testosterone_male	L3MBTL3
Testosterone_male	PPIEL
Testosterone_male	SEC23IP
Testosterone_male	GUCD1
Testosterone_male	NF1
Testosterone_male	MIER3
Testosterone_male	C14orf39
Testosterone_male	SNRPD3
Testosterone_male	SH2B1
Testosterone_male	RAC3
Testosterone_male	RTEL1
Testosterone_male	GGPS1
Testosterone_male	C3orf38
Testosterone_male	CDC37P1
Testosterone_male	ARFRP1
Testosterone_male	UBALD1
Testosterone_male	IER3IP1
Testosterone_male	WDR11
Testosterone_male	ZNF891
