PTWAS FOCUS GRCP GLCP Hukku et al. 2022 Step Prior Linear Prior
Realized FDR 0.179* 0.39* 0.001 0.006 0.014 0.022 0.035
Power 0.544* 0.552* 0.212 0.322 0.372 0.375 0.413
